date,datetime,SPOSTMIN,SACTMIN
07/01/2018,2018-07-01 10:35:00,,48
07/01/2018,2018-07-01 11:25:00,100,
07/01/2018,2018-07-01 11:29:00,130,
07/01/2018,2018-07-01 11:37:00,130,
07/01/2018,2018-07-01 11:44:00,110,
07/01/2018,2018-07-01 11:51:00,100,
07/01/2018,2018-07-01 11:58:00,90,
07/01/2018,2018-07-01 12:02:00,90,
07/01/2018,2018-07-01 12:09:00,80,
07/01/2018,2018-07-01 12:16:00,90,
07/01/2018,2018-07-01 12:23:00,90,
07/01/2018,2018-07-01 12:29:00,120,
07/01/2018,2018-07-01 12:37:00,140,
07/01/2018,2018-07-01 12:44:00,140,
07/01/2018,2018-07-01 11:47:00,,54
07/01/2018,2018-07-01 12:51:00,140,
07/01/2018,2018-07-01 12:58:00,140,
07/01/2018,2018-07-01 13:02:00,140,
07/01/2018,2018-07-01 13:09:00,140,
07/01/2018,2018-07-01 13:16:00,140,
07/01/2018,2018-07-01 13:23:00,130,
07/01/2018,2018-07-01 13:29:00,130,
07/01/2018,2018-07-01 13:37:00,140,
07/01/2018,2018-07-01 13:44:00,140,
07/01/2018,2018-07-01 13:51:00,140,
07/01/2018,2018-07-01 13:58:00,140,
07/01/2018,2018-07-01 14:02:00,150,
07/01/2018,2018-07-01 12:10:00,,114
07/01/2018,2018-07-01 14:09:00,150,
07/01/2018,2018-07-01 14:16:00,150,
07/01/2018,2018-07-01 14:23:00,150,
07/01/2018,2018-07-01 14:29:00,150,
07/01/2018,2018-07-01 14:37:00,120,
07/01/2018,2018-07-01 14:44:00,120,
07/01/2018,2018-07-01 14:51:00,110,
07/01/2018,2018-07-01 14:58:00,110,
07/01/2018,2018-07-01 15:02:00,110,
07/01/2018,2018-07-01 15:05:00,120,
07/01/2018,2018-07-01 15:06:00,100,
07/01/2018,2018-07-01 15:09:00,100,
07/01/2018,2018-07-01 15:16:00,100,
07/01/2018,2018-07-01 15:23:00,100,
07/01/2018,2018-07-01 15:29:00,100,
07/01/2018,2018-07-01 15:37:00,120,
07/01/2018,2018-07-01 15:44:00,120,
07/01/2018,2018-07-01 15:51:00,130,
07/01/2018,2018-07-01 15:58:00,130,
07/01/2018,2018-07-01 16:02:00,130,
07/01/2018,2018-07-01 16:07:00,120,
07/01/2018,2018-07-01 16:09:00,120,
07/01/2018,2018-07-01 15:06:00,,65
07/01/2018,2018-07-01 16:16:00,120,
07/01/2018,2018-07-01 16:23:00,120,
07/01/2018,2018-07-01 16:29:00,120,
07/01/2018,2018-07-01 16:37:00,120,
07/01/2018,2018-07-01 16:44:00,120,
07/01/2018,2018-07-01 16:51:00,120,
07/01/2018,2018-07-01 15:44:00,,71
07/01/2018,2018-07-01 16:58:00,120,
07/01/2018,2018-07-01 17:02:00,120,
07/01/2018,2018-07-01 17:09:00,120,
07/01/2018,2018-07-01 17:16:00,120,
07/01/2018,2018-07-01 17:23:00,120,
07/01/2018,2018-07-01 16:08:00,,78
07/01/2018,2018-07-01 17:29:00,120,
07/01/2018,2018-07-01 17:37:00,120,
07/01/2018,2018-07-01 17:44:00,120,
07/01/2018,2018-07-01 17:51:00,120,
07/01/2018,2018-07-01 17:56:00,120,
07/01/2018,2018-07-01 17:58:00,120,
07/01/2018,2018-07-01 18:02:00,120,
07/01/2018,2018-07-01 18:09:00,120,
07/01/2018,2018-07-01 18:16:00,100,
07/01/2018,2018-07-01 18:23:00,100,
07/01/2018,2018-07-01 18:29:00,100,
07/01/2018,2018-07-01 18:37:00,100,
07/01/2018,2018-07-01 18:44:00,115,
07/01/2018,2018-07-01 18:51:00,115,
07/01/2018,2018-07-01 18:58:00,115,
07/01/2018,2018-07-01 19:02:00,115,
